ID,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Is_Term,Is_Years_in_current_job,Is_Home_Ownership,Is_Purpose,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_renewable energy,Is_Purpose_small business
34,Rent,1.3500996761760435,3 years,-0.11095342154390785,-1.1159748955394666,-1.241789091209985,0.9012489121304933,-0.3409788778582933,-0.6164106163993969,0.0,take a trip,Short Term,-1.187679495080032,1.9528600659824094,21839.0,-0.53000978692095,0,0,-0.6629135305237588,0,other,0,1,0,0
35,Rent,-0.3599143526928916,< 1 year,-0.11095342154390785,-0.4065285318619598,2.3270734590372406,2.7924197909799795,-0.3409788778582933,-0.6213363198405473,0.0,buy a car,Short Term,-0.6155316053686294,0.1990961184570263,7020.0,1.7727785049355231,0,0,-1.445882267362844,0,other,0,1,0,0
36,Home Mortgage,0.27032114330857343,6 years,-0.11095342154390785,-0.6430106530877954,-0.5179160267730475,-0.23583140684426154,-0.3409788778582933,1.6834419891226533,0.0,other,Long Term,2.011742603266683,-0.08178057816095084,18846.0,1.9193330622359308,1,1,0.12005520631532639,1,other,0,1,0,0
37,Rent,-0.4345732764438153,5 years,-0.11095342154390785,0.5393999530413827,0.07128297916399448,0.3404969740059567,-0.3409788778582933,-0.6171749813038213,0.0,debt consolidation,Short Term,-0.7825021517149523,0.00742055136169869,10806.0,2.0977609053627817,1,0,-0.14093437263103534,0,other,0,1,0,0
38,Rent,0.3360874871897082,6 years,-0.11095342154390785,1.012364195493054,0.003945949914047066,2.8591123967727956,-0.3409788778582933,1.633248286199292,0.0,debt consolidation,Short Term,-0.7941302560243988,-0.9577064238013946,10200.0,-0.3942611048675506,0,0,0.12005520631532639,0,other,0,1,0,0
39,Home Mortgage,-0.7589461701523197,7 years,10.935294298535414,0.30291783181554705,-1.6794797813346447,-0.4424576878992212,5.676295437288058,-0.6018971306115043,0.0,debt consolidation,Short Term,-0.513362339348736,-0.3561331064153546,21868.0,-0.5057689508399859,1,0,0.3810447852616881,1,other,0,1,0,0
40,Rent,-1.0453725608816549,10+ years,-0.11095342154390785,0.5393999530413827,1.0308356459757484,-0.43667215202968235,-0.3409788778582933,1.7061202103113824,0.0,debt consolidation,Long Term,-0.15097190407375521,-0.13161172617927838,14670.0,-0.7821144821629775,1,1,1.1640135221007732,0,other,0,1,0,0
41,Rent,0.24484743968854106,10+ years,-0.11095342154390785,2.194774801622232,-0.43374474021061293,0.7877634008433847,-0.3409788778582933,1.849565816985984,0.0,debt consolidation,Short Term,-0.1754699490752103,0.5092190870496427,9014.0,-0.5348579541371429,0,0,1.1640135221007732,0,other,0,1,0,0
42,Own Home,-0.5322132749009659,4 years,-0.11095342154390785,2.6677390440739033,-1.1239492900225763,0.38786207535547823,-0.3409788778582933,-0.6290031104777499,0.0,debt consolidation,Long Term,0.26368855348543624,0.47423604634151656,13844.0,2.490419291816071,1,1,-0.4019239515773971,0,other,0,1,0,0
43,Home Mortgage,-0.43480390872190094,10+ years,-0.11095342154390785,-0.17004641063612416,-1.37646314970988,-0.4107961839098766,-0.3409788778582933,-0.6162333599999105,0.0,debt consolidation,Short Term,-0.4325300802655939,-0.32351226459748783,12031.0,2.108470382997579,1,0,1.1640135221007732,1,other,0,1,0,0
44,Have Mortgage,0.21243119797986296,10+ years,-0.11095342154390785,1.4853284379447251,-0.3664077109606652,-1.7182777739258484,1.6647792271904904,-0.6155862268626453,0.0,take a trip,Short Term,-1.2434492380787363,2.580530056822743,34357.0,-0.49607261640760014,0,0,1.1640135221007732,0,other,0,1,0,0
45,Home Mortgage,1.2794253948310186,10+ years,-0.11095342154390785,-0.17004641063612416,0.6436477277885493,1.773593282085909,1.6647792271904904,-0.6058789684372511,1.0,debt consolidation,Long Term,2.5589408711102446,2.2182137413215397,28897.0,1.1720649672656016,0,1,1.1640135221007732,1,other,0,1,0,0
46,Home Mortgage,0.9923728624204189,10+ years,-0.11095342154390785,-1.1159748955394666,1.6368689092252775,-0.6566496697066547,-0.3409788778582933,0.6157617447171713,0.0,debt consolidation,Short Term,-1.3140835920429887,-0.5874036263378861,23527.0,-0.5251616197047572,0,0,1.1640135221007732,1,other,0,1,0,0
47,Own Home,0.7041605753902414,5 years,-0.11095342154390785,1.7218105591705608,0.07128297916399448,2.7645729260254956,-0.3409788778582933,-0.6190400693595487,0.0,debt consolidation,Short Term,-0.30755618249319394,2.320575693232777,24039.0,2.1424075662701805,0,0,-0.14093437263103534,0,other,0,1,0,0
48,Home Mortgage,0.5744877937231024,8 years,-0.11095342154390785,0.7758820742672183,0.18912278035140276,-0.6882475963787517,-0.3409788778582933,-0.6270864128184492,0.0,home improvements,Long Term,0.24822204581170654,-0.7452210093394968,25005.0,2.0895976701336165,1,1,0.6420343642080498,1,other,0,1,0,0
49,Rent,0.26200344446428836,5 years,-0.11095342154390785,-0.6430106530877954,-0.09705959396087466,-0.8932208671852716,-0.3409788778582933,1.7118785641928131,0.0,debt consolidation,Short Term,0.41011235241118393,-0.6646812757477981,19012.0,1.9137796275641719,1,0,-0.14093437263103534,0,other,0,1,0,0
50,Rent,-1.1337804928144133,3 years,-0.11095342154390785,-1.1159748955394666,0.7783217862884447,-0.6103018054330961,-0.3409788778582933,-0.6165890979955547,0.0,debt consolidation,Long Term,-0.28283234905854576,-0.23352373544475186,9379.0,-0.559098790218107,0,1,-0.6629135305237588,0,other,0,1,0,0
51,Home Mortgage,0.5899445488823432,3 years,-0.11095342154390785,0.30291783181554705,-1.208120576585011,1.1849944790068887,-0.3409788778582933,-0.6179046468414788,0.0,debt consolidation,Short Term,-0.7351994749609907,0.13126726460815158,20416.0,-0.4330464425970933,1,0,-0.6629135305237588,1,other,0,1,0,0
52,Rent,-0.6289367568295576,3 years,-0.11095342154390785,-0.6430106530877954,-1.3596288923973932,0.21194363853114795,-0.3409788778582933,-0.6161415773527528,0.0,debt consolidation,Short Term,-0.051850781901969185,-0.22126279834769158,13137.0,-0.4233501081647076,0,0,-0.6629135305237588,0,other,0,1,0,0
53,Home Mortgage,2.1110202401098546,10+ years,-0.11095342154390785,1.9582926803963965,-0.43374474021061293,-1.415464439802209,-0.3409788778582933,1.9595852517631676,0.0,debt consolidation,Long Term,2.532410730210051,0.2800857946944887,13889.0,-0.6027322951638425,0,1,1.1640135221007732,1,other,0,1,0,0
54,Home Mortgage,-0.9474299761283157,10+ years,-0.11095342154390785,-0.879492774313631,0.003945949914047066,-0.5694851677600856,1.6647792271904904,1.4542716556833593,1.0,debt consolidation,Short Term,-0.5126849740491566,-0.41811270586930155,3767.0,1.3226138086828534,1,0,1.1640135221007732,1,other,0,1,0,0
55,Rent,0.21206215398517872,6 years,-0.11095342154390785,-0.879492774313631,0.07128297916399448,-1.1609449501152518,-0.3409788778582933,1.707976627756494,0.0,small business,Long Term,-0.7445696949385058,-1.073566655085542,18351.0,1.8858562550216889,0,1,0.12005520631532639,0,small business,0,0,0,1
56,Rent,0.5885284910981388,10+ years,-0.11095342154390785,-0.879492774313631,0.27329406691383734,-0.09316390694046787,-0.3409788778582933,-0.6175820052809294,0.0,home improvements,Short Term,0.9889210009017841,-1.2894266393906675,12865.0,-0.40395743929993627,0,0,1.1640135221007732,0,other,0,1,0,0
57,Rent,-1.025777382894827,2 years,-0.11095342154390785,-0.879492774313631,-0.21489939514828293,-1.3106695322335378,1.6647792271904904,-0.6036956544712416,0.0,debt consolidation,Long Term,-1.0476906665002887,-1.142632851210267,12592.0,-0.53000978692095,1,1,-0.9239031094701204,0,other,0,1,0,0
58,Home Mortgage,-0.47527535132738224,Unknown,-0.11095342154390785,1.4853284379447251,0.6099792131635756,1.8530649286455088,-0.3409788778582933,-0.6205003670616671,0.0,debt consolidation,Short Term,-0.3469562640853959,0.43644086409736743,25483.0,-0.4475909442456718,0,0,-1.7068718463092056,1,other,0,1,0,0
59,Rent,-0.22243860118274242,< 1 year,-0.11095342154390785,-0.4065285318619598,-1.1576178046475503,0.4371344962224301,-0.3409788778582933,-0.6160287155748987,0.0,debt consolidation,Short Term,0.18782363993254306,0.45061405743892335,13006.0,2.019818419194473,1,0,-1.445882267362844,0,other,0,1,0,0
60,Home Mortgage,0.8082088068098416,Unknown,-0.11095342154390785,-0.17004641063612416,-0.046556822023413796,0.5961413666588775,-0.3409788778582933,-0.6157543039366046,0.0,debt consolidation,Long Term,-0.2312396920739145,0.23745372900838002,6181.0,-0.5687951246504926,0,1,-1.7068718463092056,1,other,0,1,0,0
61,Home Mortgage,-0.7298213059961166,1 year,-0.11095342154390785,1.012364195493054,-0.787264143772838,-0.7254403269686445,-0.3409788778582933,-0.6173258942257233,0.0,debt consolidation,Long Term,-1.3134386700105432,-0.5309358242945442,11770.0,-0.6318212984609995,0,1,-1.1848926884164823,1,other,0,1,0,0
62,Home Mortgage,0.8904549737897108,6 years,-0.11095342154390785,-0.6430106530877954,-0.2654021670857438,-0.7438777489704715,-0.3409788778582933,1.7125287983432746,0.0,debt consolidation,Long Term,0.29834707798058235,-0.5802045440056672,23949.0,-0.6124286295962282,0,1,0.12005520631532639,1,other,0,1,0,0
63,Rent,-1.319437149873206,1 year,-0.11095342154390785,-0.879492774313631,-0.16439662321082207,-0.8487803224291434,-0.3409788778582933,1.6930740360381766,0.0,debt consolidation,Short Term,-0.5042179078044141,-0.6265486365193262,12671.0,-0.4669836131104431,1,0,-1.1848926884164823,0,other,0,1,0,0
64,Rent,1.0735034265295942,< 1 year,-0.11095342154390785,-0.17004641063612416,-0.3327391963356915,0.5976672222728219,-0.3409788778582933,-0.619118925405683,0.0,debt consolidation,Short Term,-0.6102255771885907,1.0519624035020814,28077.0,1.9132521718702329,0,0,-1.445882267362844,0,other,0,1,0,0
65,Rent,0.10339474859612756,10+ years,-0.11095342154390785,-0.6430106530877954,-0.7199271145228904,-0.36959808233338004,-0.3409788778582933,-0.6170810986778189,0.0,debt consolidation,Short Term,0.2214661164783201,-0.0922417446749564,16428.0,-0.4378946098132861,1,0,1.1640135221007732,0,other,0,1,0,0
66,Home Mortgage,0.20844260318037366,10+ years,-0.11095342154390785,0.06643571058971146,-1.0566122607726287,0.5854603773612673,1.6647792271904904,-0.6049237715885297,1.0,debt consolidation,Short Term,-0.046318965288737385,-0.43014867164348,21461.0,1.4749070872351264,0,0,1.1640135221007732,1,other,0,1,0,0
67,Rent,0.08165634801699041,< 1 year,-0.11095342154390785,-0.879492774313631,-0.2990706817107175,-0.737837903831942,-0.3409788778582933,-0.6152893698074162,0.0,debt consolidation,Short Term,-1.3137668814160712,-0.2883042525664799,5183.0,-0.4088056065161291,0,0,-1.445882267362844,0,other,0,1,0,0
68,Rent,1.8712472125952522,4 years,-0.11095342154390785,-0.17004641063612416,0.7783217862884447,0.4899672468552521,-0.3409788778582933,1.5710087931334131,0.0,debt consolidation,Short Term,1.0608346168737974,1.6215897930389,39559.0,-0.42819827538090044,0,0,-0.4019239515773971,0,other,0,1,0,0
69,Home Mortgage,0.3620357892894529,2 years,-0.11095342154390785,0.30291783181554705,-0.012888307398440086,0.6046607271700667,-0.3409788778582933,1.6878139179769263,0.0,other,Long Term,1.285832790550756,-0.27491845885501043,9320.0,0.1478087689759036,1,1,-0.9239031094701204,1,other,0,1,0,0
70,Home Mortgage,-1.2384539533495191,6 years,-0.11095342154390785,-1.3524570167653023,-0.21489939514828293,-1.1381206932233345,-0.3409788778582933,-0.6157530890334123,0.0,buy a car,Short Term,-0.6506417067301618,-1.1283471722072702,6498.0,-0.4233501081647076,0,0,0.12005520631532639,1,other,0,1,0,0
71,Rent,1.60834952866712,10+ years,-0.11095342154390785,-0.6430106530877954,-0.7535956291478644,0.8873254796532515,-0.3409788778582933,-0.6199715060470077,0.0,debt consolidation,Short Term,0.17032503636007512,0.827778480250328,35030.0,1.8469910071889653,0,0,1.1640135221007732,0,other,0,1,0,0
72,Rent,-0.17886001244460556,10+ years,-0.11095342154390785,-0.4065285318619598,-0.2654021670857438,0.8311867085235501,-0.3409788778582933,-0.6175091101533183,0.0,debt consolidation,Long Term,0.9574235144713419,1.1499374146171228,19950.0,-0.5154652852723715,0,1,1.1640135221007732,0,other,0,1,0,0
73,Home Mortgage,0.8114619125303111,8 years,-0.11095342154390785,-0.4065285318619598,-0.9219382022727335,1.0738613284579444,-0.3409788778582933,-0.6151315933684632,0.0,other,Short Term,0.3912590182395572,-0.3842545217755846,4773.0,-0.5494024557857213,1,0,0.6420343642080498,1,other,0,1,0,0
74,Home Mortgage,0.4156163540971853,< 1 year,-0.11095342154390785,-0.17004641063612416,0.6099792131635756,-1.4151189529204875,-0.3409788778582933,1.655403526510437,0.0,debt consolidation,Long Term,0.8605602766314872,-1.2975242510058023,28487.0,-0.7627218132982061,0,1,-1.445882267362844,1,other,0,1,0,0
75,Own Home,1.0927337010951363,10+ years,-0.11095342154390785,1.4853284379447251,2.512250289474597,-1.4164451878138167,-0.3409788778582933,-0.622966540134734,0.0,other,Short Term,0.8865259464486976,-0.49831498247667744,29320.0,1.967177999259241,0,0,1.1640135221007732,0,other,0,1,0,0
76,Rent,-0.8470096555970285,5 years,-0.11095342154390785,0.30291783181554705,-0.31590493902320466,0.4084611261437265,-0.3409788778582933,-0.6163133246216992,0.0,debt consolidation,Short Term,-1.3137774766941417,0.18424801114682487,8622.0,-0.4136537737323219,0,0,-0.14093437263103534,0,other,0,1,0,0
77,Rent,-0.1288004561813813,3 years,-0.11095342154390785,1.9582926803963965,-0.820932658397812,-0.619266207165019,-0.3409788778582933,-0.6179974752236309,0.0,debt consolidation,Short Term,-0.5135881277819292,-0.7572569751136752,12134.0,-0.49607261640760014,1,0,-0.6629135305237588,0,other,0,1,0,0
78,Rent,-0.6764275980578253,1 year,-0.11095342154390785,-0.879492774313631,-1.4438001789598278,-0.21841122191839726,-0.3409788778582933,-0.6149646576041823,0.0,debt consolidation,Short Term,-0.5182167906623885,-0.20821446162054488,7735.0,2.017287417878829,0,0,-1.1848926884164823,0,other,0,1,0,0
79,Rent,-0.4894359291694258,8 years,-0.11095342154390785,0.06643571058971146,0.08811723647648163,-0.7598992329168869,5.676295437288058,1.1356220528830525,3.0,debt consolidation,Short Term,-0.8565607578023005,-0.6848162091457227,10351.0,-0.49607261640760014,1,0,0.6420343642080498,0,other,0,1,0,0
80,Rent,0.46568667228735505,10+ years,-0.11095342154390785,-1.1159748955394666,-0.43374474021061293,-0.6556960099479395,-0.3409788778582933,1.68615554018982,0.0,debt consolidation,Long Term,-0.8394008368796222,-0.9496074561776483,16918.0,1.5995809127735936,0,1,1.1640135221007732,0,other,0,1,0,0
81,Have Mortgage,-0.2346603435086583,< 1 year,-0.11095342154390785,-0.879492774313631,-1.4438001789598278,-1.1826248152967105,-0.3409788778582933,-0.6168793451349476,0.0,take a trip,Short Term,-0.7524722901002654,-1.0517444367660036,15906.0,-0.6172767968124211,1,0,-1.445882267362844,0,other,0,1,0,0
82,Home Mortgage,-0.45812957058890785,6 years,-0.11095342154390785,-1.1159748955394666,-0.1812308805233092,0.47528088657103806,-0.3409788778582933,-0.6169395603748292,0.0,debt consolidation,Short Term,-0.8520449891384377,0.43644086409736743,16606.0,-0.4185019409485148,0,0,0.12005520631532639,1,other,0,1,0,0
83,Rent,1.2720251388847765,3 years,-0.11095342154390785,1.7218105591705608,-0.19806513783579638,1.818860331966257,-0.3409788778582933,-0.6231782890445314,0.0,other,Short Term,-0.8164833109105191,2.823724056858012,0.0,-0.3991092720837434,0,0,-0.6629135305237588,0,other,0,1,0,0
84,Home Mortgage,2.6393628809461016,6 years,-0.11095342154390785,0.5393999530413827,-0.06339107933590095,2.082451889275138,-0.3409788778582933,-0.6231621246764115,0.0,debt consolidation,Short Term,0.5423114800457641,2.4600579134195177,0.0,-0.4330464425970933,0,0,0.12005520631532639,1,other,0,1,0,0
85,Home Mortgage,0.1466801905943742,9 years,-0.11095342154390785,1.4853284379447251,0.07128297916399448,-1.4207157509565462,-0.3409788778582933,-0.616795957519097,0.0,debt consolidation,Short Term,1.62575727672302,-1.2960811289481533,16813.0,-0.40395743929993627,0,0,0.9030239431544116,1,other,0,1,0,0
86,Home Mortgage,1.4222803513384603,5 years,-0.11095342154390785,-0.4065285318619598,0.07128297916399448,0.8056286269899828,-0.3409788778582933,1.5811225887590983,0.0,debt consolidation,Short Term,0.5892754741499361,1.2362139169423083,19188.0,-0.4185019409485148,0,0,-0.14093437263103534,1,other,0,1,0,0
87,Home Mortgage,0.6139027157178006,7 years,-0.11095342154390785,0.06643571058971146,-0.46741325483558666,0.6491648492434425,-0.3409788778582933,1.6830037624155851,0.0,debt consolidation,Short Term,-0.3314897564116662,0.3842475171887806,18147.0,0.003200499430374145,1,0,0.3810447852616881,1,other,0,1,0,0
